100
100.0 -0.0 -0.0 -1.0 -1.9575346144553105
110.0 -0.0 -0.0 -1.0 -2.495412639335004
120.0 -0.0 -0.0 -1.0 -2.2364809085766018
130.0 -0.0 -0.0 -1.0 -2.012578670236444
140.0 -0.0 -0.0 -1.0 -0.992197327810165
150.0 -0.0 -0.0 -1.0 -0.8047840679700643
160.0 -0.0 -0.0 -1.0 0.5403643996003721
170.0 -0.0 -0.0 -1.0 -0.6622028473433841
180.0 -0.0 -0.0 -1.0 -0.5882867611901194
190.0 -0.0 -0.0 -1.0 -2.2649931291325323
200.0 -0.0 -0.0 -1.0 1.8027554240435015
210.0 -0.0 -0.0 -1.0 -1.7630704633000358
220.0 -0.0 -0.0 -1.0 -2.67669145875915
230.0 -0.0 -0.0 -1.0 0.023476668365982507
240.0 -0.0 -0.0 -1.0 2.8763409317868858
250.0 -0.0 -0.0 -1.0 0.30268020130854867
260.0 -0.0 -0.0 -1.0 1.0207606729264231
270.0 -0.0 -0.0 -1.0 -2.588665650945096
280.0 -0.0 -0.0 -1.0 2.587845789204989
290.0 -0.0 -0.0 -1.0 -2.754492874794239
300.0 -0.0 -0.0 -1.0 1.8108418736944953
310.0 -0.0 -0.0 -1.0 -1.353154606561671
320.0 -0.0 -0.0 -1.0 0.5843937052038035
330.0 -0.0 -0.0 -1.0 0.28912779362779034
340.0 -0.0 -0.0 -1.0 1.7474462237453412
350.0 -0.0 -0.0 -1.0 1.3231509256370615
360.0 -0.0 -0.0 -1.0 2.417531281768761
370.0 -0.0 -0.0 -1.0 0.20990361232225727
380.0 -0.0 -0.0 -1.0 2.167755448270235
390.0 -0.0 -0.0 -1.0 1.3065610183838412
400.0 -0.0 -0.0 -1.0 -3.093862673763001
410.0 -0.0 -0.0 -1.0 2.279431857294002
420.0 -0.0 -0.0 -1.0 -1.2281150839517727
430.0 -0.0 -0.0 -1.0 -0.27347605625648075
440.0 -0.0 -0.0 -1.0 -0.13444666205533976
450.0 -0.0 -0.0 -1.0 -0.015678250427866185
460.0 -0.0 -0.0 -1.0 -1.2105029935321465
470.0 -0.0 -0.0 -1.0 -0.08612148210687263
480.0 -0.0 -0.0 -1.0 0.1688278118883606
490.0 -0.0 -0.0 -1.0 -0.4785677538152128
500.0 -0.0 -0.0 -1.0 -2.4116371646169648
510.0 -0.0 -0.0 -1.0 -1.298112570268624
520.0 -0.0 -0.0 -1.0 -0.9822644822485221
530.0 -0.0 -0.0 -1.0 -1.3263834651902071
540.0 -0.0 -0.0 -1.0 -0.4252603059954693
550.0 -0.0 -0.0 -1.0 -0.10252869650976991
560.0 -0.0 -0.0 -1.0 -2.985032785432216
570.0 -0.0 -0.0 -1.0 2.195954138847031
580.0 -0.0 -0.0 -1.0 -1.9298779744701549
590.0 -0.0 -0.0 -1.0 -0.7461339482550482
600.0 -0.0 -0.0 -1.0 2.955242778070943
610.0 -0.0 -0.0 -1.0 1.1922021480282847
620.0 -0.0 -0.0 -1.0 -0.8221848457664509
630.0 -0.0 -0.0 -1.0 2.6466238479038218
640.0 -0.0 -0.0 -1.0 0.995086915008821
650.0 -0.0 -0.0 -1.0 -0.5578931254380011
660.0 -0.0 -0.0 -1.0 3.0052750477482966
670.0 -0.0 -0.0 -1.0 1.8056702556470117
680.0 -0.0 -0.0 -1.0 -0.9841958719247123
690.0 -0.0 -0.0 -1.0 2.7385200710438933
700.0 -0.0 -0.0 -1.0 0.1576649912837231
710.0 -0.0 -0.0 -1.0 -2.8213458043062887
720.0 -0.0 -0.0 -1.0 1.3427013199616926
730.0 -0.0 -0.0 -1.0 1.5456173726613407
740.0 -0.0 -0.0 -1.0 1.1420975724153006
750.0 -0.0 -0.0 -1.0 0.3841688063740882
760.0 -0.0 -0.0 -1.0 2.439992756526939
770.0 -0.0 -0.0 -1.0 0.020776459984420268
780.0 -0.0 -0.0 -1.0 -2.9172367512786703
